timestamp,asset_id,asset_type,rated_mva,asset_age_years,criticality,voltage_pu,current_a,frequency_hz,active_power_mw,reactive_power_mvar,power_factor,temperature_c,load_percent,thd_percent,previous_faults,operating_state,fault_type,failure,failure_horizon_hours,voltage_deviation,frequency_deviation,apparent_power_mva,power_utilization,reactive_to_active_ratio,thermal_stress,overload_stress,temperature_excess,harmonic_stress,power_factor_deviation,electrical_stress,combined_stress,failure_probability,prediction
2026-06-15 21:15:00,T01,transformer,40.0,6,0.9,0.9917,497.22,50.025,26.021,7.229,0.9202,72.35,70.71,12.996,0,high_risk,harmonic_distortion,0,17,0.0082999999999999,0.0249999999999985,27.00649703312149,0.6751624258280373,0.27781407324853,51.158685,0.0,0.0,7.996,0.0797999999999999,1.8055999999999923,93.07880629140185,0.71463466,1
2026-06-15 21:45:00,T01,transformer,40.0,6,0.9,0.9836,412.73,49.966,22.233,5.928,0.9213,67.43,60.42,13.712,1,high_risk,harmonic_distortion,0,62,0.0163999999999999,0.0339999999999989,23.009725617660028,0.5752431404415007,0.2666306841182027,40.741206000000005,0.0,0.0,8.712,0.0786999999999999,1.9921999999999944,78.54336302207504,0.94458425,1
2026-06-16 01:45:00,T02,transformer,63.0,11,1.0,1.0031,726.71,49.967,39.395,12.422,0.9106,69.22,67.97,13.237,0,high_risk,harmonic_distortion,0,68,0.0031000000000001,0.0330000000000012,41.30704672328924,0.6556674083061784,0.3153192029445361,47.048834,0.0,0.0,8.237,0.0894,1.9137000000000075,88.13120441530891,0.89723986,1
2026-06-16 05:15:00,T01,transformer,40.0,6,0.9,1.0148,444.58,49.984,23.004,8.281,0.9191,102.23,62.51,3.403,1,high_risk,overheating,0,26,0.0147999999999999,0.0159999999999982,24.449109942899764,0.6112277485724941,0.359980872891671,63.90397299999999,0.0,22.230000000000004,0.0,0.0808999999999999,1.0369999999999902,94.76136042862468,0.8575723,1
2026-06-16 06:00:00,T03,transformer,40.0,17,0.85,0.9322,411.62,49.872,21.093,5.652,0.9659,63.78,57.32,5.041,1,high_risk,voltage_instability,0,23,0.0677999999999999,0.1280000000000001,21.837118697300703,0.5459279674325176,0.2679561939980088,36.558696,0.0,0.0,0.0410000000000003,0.0341,1.6631000000000005,65.25209437162587,0.95519257,1
2026-06-16 20:15:00,T03,transformer,40.0,17,0.85,0.9959,437.75,49.992,23.696,7.134,0.9353,105.1,64.39,2.83,3,high_risk,overheating,0,46,0.0040999999999999,0.0080000000000026,24.74660324165723,0.6186650810414307,0.3010634706279541,67.67389,0.0,25.09999999999999,0.0,0.0646999999999999,0.7280000000000131,98.68914405207153,0.9859139,1
2026-06-17 05:30:00,T03,transformer,40.0,17,0.85,0.9325,504.57,49.851,26.116,8.284,0.9532,64.23,70.97,4.068,1,high_risk,voltage_instability,0,51,0.0675,0.1490000000000009,27.398359658928488,0.6849589914732122,0.3172001837953745,45.584031,0.0,0.0,0.0,0.0467999999999999,1.888000000000004,81.18198057366061,0.9124035,1
2026-06-17 10:00:00,T03,transformer,40.0,17,0.85,0.9252,402.36,49.885,20.684,8.009,0.9325,58.62,56.21,4.877,4,high_risk,voltage_instability,0,20,0.0747999999999999,0.1150000000000019,22.18044041492414,0.5545110103731035,0.3872075033842583,32.95030199999999,0.0,0.0,0.0,0.0675,1.9980000000000095,62.171852518655164,0.9643137,1
2026-06-17 13:45:00,T03,transformer,40.0,17,0.85,0.9978,558.18,50.035,28.741,11.164,0.8884,73.39,78.1,13.855,0,high_risk,harmonic_distortion,0,63,0.0021999999999999,0.0349999999999965,30.83309872523357,0.7708274681308392,0.3884346404091716,57.31759,0.0,0.0,8.855,0.1116,2.1984999999999832,104.75796340654196,0.9884956,1
2026-06-18 00:15:00,T02,transformer,63.0,11,1.0,0.9228,700.0,49.887,37.879,10.833,0.9615,64.2,65.35,5.703,0,high_risk,voltage_instability,0,39,0.0772,0.1129999999999995,39.39762086725542,0.6253590613850066,0.2859895984582487,41.9547,0.0,0.0,0.7030000000000003,0.0384999999999999,1.792299999999998,75.46965306925033,0.9858796,1
2026-06-18 01:15:00,T02,transformer,63.0,11,1.0,0.9391,785.07,49.835,41.753,11.585,0.9636,67.18,72.04,4.753,1,high_risk,voltage_instability,0,52,0.0608999999999999,0.1649999999999991,43.33041926868467,0.6877844328362647,0.277465092328695,48.39647200000001,0.0,0.0,0.0,0.0363999999999999,1.7979999999999952,84.00369364181326,0.92828107,1
2026-06-18 08:15:00,T03,transformer,40.0,17,0.85,0.9901,548.56,50.031,28.692,9.577,0.9264,106.36,77.97,1.847,3,high_risk,overheating,0,49,0.0099,0.0309999999999988,30.248137017013132,0.7562034254253283,0.3337864213021051,82.92889199999999,0.0,26.36,0.0,0.0736,0.9899999999999942,120.9370632712664,0.82158655,1
2026-06-18 20:30:00,T01,transformer,40.0,6,0.9,0.9254,400.83,49.87,21.333,6.233,0.9599,61.43,57.97,4.446,0,high_risk,voltage_instability,0,46,0.0746,0.1300000000000025,22.224922452058184,0.5556230613014546,0.292176440256879,35.610971,0.0,0.0,0.0,0.0401,1.797000000000013,64.88412406507273,0.9061401,1
2026-06-18 20:45:00,T01,transformer,40.0,6,0.9,0.996,431.21,49.993,23.04,7.533,0.9291,102.41,62.61,2.909,0,high_risk,overheating,0,40,0.004,0.0069999999999978,24.24020810554233,0.6060052026385582,0.326953125,64.118901,0.0,22.409999999999997,0.0,0.0708999999999999,0.7839999999999892,94.4991611319279,0.9608515,1
2026-06-18 23:45:00,T01,transformer,40.0,6,0.9,0.9664,601.96,49.987,25.742,6.503,0.9345,91.66,85.74,4.412,1,high_risk,overload,0,13,0.0335999999999999,0.0129999999999981,26.550698164078472,0.6637674541019618,0.2526221738792634,78.58928399999999,0.0,11.659999999999997,0.0,0.0655,1.0559999999999905,112.44965670509808,0.96265584,1
2026-06-19 00:15:00,T01,transformer,40.0,6,0.9,0.926,437.77,49.834,22.576,5.807,0.9685,60.62,61.35,3.925,2,high_risk,voltage_instability,0,69,0.0739999999999999,0.1659999999999968,23.310877825598933,0.5827719456399734,0.2572200566973777,37.19037,0.0,0.0,0.0,0.0314999999999999,1.8849999999999831,67.80896728199868,0.91516566,1
2026-06-19 08:00:00,T03,transformer,40.0,17,0.85,0.9207,389.58,49.877,20.838,5.571,0.9661,63.65,56.63,4.993,1,high_risk,voltage_instability,0,39,0.0793,0.1229999999999975,21.569846661485567,0.5392461665371392,0.2673481140224589,36.044995,0.0,0.0,0.0,0.0339,1.7469999999999886,64.59330332685695,0.98612785,1
2026-06-19 18:30:00,T02,transformer,63.0,11,1.0,1.0069,610.04,49.978,31.316,9.835,0.9325,99.78,54.03,2.388,3,high_risk,overheating,0,19,0.0068999999999999,0.0219999999999984,32.82406253040595,0.5210168655619992,0.3140567122237834,53.911134,0.0,19.78,0.0,0.0675,0.8539999999999914,80.09997727809997,0.86092186,1
2026-06-19 20:15:00,T02,transformer,63.0,11,1.0,0.9207,653.09,49.882,33.505,10.049,0.9578,62.47,57.81,4.763,0,high_risk,voltage_instability,0,69,0.0793,0.1180000000000021,34.97952867035232,0.5552306138151163,0.2999253842710043,36.113907,0.0,0.0,0.0,0.0422,1.805000000000011,65.46143769075582,0.9713022,1
2026-06-20 05:15:00,T02,transformer,63.0,11,1.0,0.9361,735.0,49.827,38.207,11.128,0.9601,63.94,65.92,5.853,2,high_risk,voltage_instability,0,34,0.0638999999999999,0.1730000000000018,39.79456285725476,0.6316597278929327,0.2912555290915277,42.149248,0.0,0.0,0.8529999999999998,0.0399,1.988300000000009,75.86323439464664,0.9835686,1
2026-06-20 06:45:00,T02,transformer,63.0,11,1.0,0.9971,723.52,50.043,37.956,11.332,0.9363,104.4,65.49,2.231,3,high_risk,overheating,0,38,0.0029,0.0429999999999992,39.61151549739041,0.6287542142442921,0.2985562229950469,68.37156,0.0,24.40000000000001,0.0,0.0636999999999999,0.8809999999999962,99.86727071221462,0.79486936,1
2026-06-20 12:00:00,T02,transformer,63.0,11,1.0,1.0128,713.85,49.994,38.01,11.607,0.9351,104.77,65.58,2.713,0,high_risk,overheating,0,47,0.0127999999999999,0.0060000000000002,39.74270434935197,0.6308365769738408,0.3053670086819258,68.70816599999999,0.0,24.769999999999996,0.0,0.0648999999999999,0.8069999999999999,100.50599484869204,0.96985114,1
2026-06-20 21:45:00,T03,transformer,40.0,17,0.85,1.0035,443.16,50.026,22.678,5.754,0.9487,103.4,61.63,2.326,0,high_risk,overheating,0,16,0.0035,0.0260000000000033,23.39658522092487,0.5849146305231218,0.2537260781374018,63.72542000000001,0.0,23.40000000000001,0.0,0.0513,0.6780000000000175,93.0411515261561,0.8050216,1
2026-06-21 05:15:00,T02,transformer,63.0,11,1.0,0.9285,813.89,49.886,43.53,17.217,0.9299,65.15,75.1,4.588,2,high_risk,voltage_instability,0,19,0.0715,0.1139999999999972,46.81117376225467,0.7430345041627725,0.3955203308063404,48.92765,0.0,0.0,0.0,0.0701,1.9859999999999869,87.50937520813864,0.8239137,1
2026-06-21 11:00:00,T03,transformer,40.0,17,0.85,1.0001,568.86,49.987,29.212,7.468,0.9245,76.75,79.38,13.636,4,high_risk,harmonic_distortion,0,72,9.9999999999989e-05,0.0129999999999981,30.15148367825371,0.7537870919563427,0.2556483636861564,60.92415,0.0,0.0,8.636,0.0755,1.6845999999999903,107.25150459781712,0.9892162,1
2026-06-21 13:00:00,T01,transformer,40.0,6,0.9,1.0114,434.02,49.963,23.264,6.826,0.9371,103.79,63.22,2.462,1,high_risk,overheating,0,37,0.0114,0.036999999999999,24.24475143201101,0.6061187858002752,0.2934147180192572,65.616038,0.0,23.790000000000006,0.0,0.0628999999999999,0.9279999999999956,96.14997729001377,0.9810495,1
2026-06-22 01:45:00,T03,transformer,40.0,17,0.85,0.9867,713.68,49.99,30.176,10.745,0.9075,92.75,97.56,5.179,1,high_risk,overload,0,38,0.0132999999999999,0.009999999999998,32.03195281277743,0.8007988203194358,0.3560776776246023,90.4869,0.0,12.75,0.1790000000000002,0.0925,1.12589999999999,130.9718410159718,0.9077721,1
2026-06-22 08:00:00,T03,transformer,40.0,17,0.85,0.9685,531.99,50.01,23.587,8.092,0.9105,90.11,80.01,4.848,2,high_risk,overload,0,18,0.0314999999999999,0.009999999999998,24.936459913147253,0.6234114978286813,0.3430703353542205,72.09701100000001,0.0,10.11,0.0,0.0895,1.25999999999999,103.89758589143406,0.94966495,1
2026-06-22 09:00:00,T03,transformer,40.0,17,0.85,0.9346,436.34,49.869,23.041,8.239,0.9416,65.21,62.61,4.196,2,high_risk,voltage_instability,0,43,0.0654,0.1310000000000002,24.469752798097492,0.6117438199524373,0.3575799661473026,40.827980999999994,0.0,0.0,0.0,0.0584,1.8930000000000011,72.72317199762186,0.78969663,1
2026-06-22 10:15:00,T01,transformer,40.0,6,0.9,1.0035,491.75,49.975,25.647,10.245,0.9068,105.24,69.69,3.213,0,high_risk,overheating,0,67,0.0035,0.0249999999999985,27.617542142631013,0.6904385535657753,0.3994619253713884,73.34175599999999,0.0,25.239999999999995,0.0,0.0931999999999999,1.091999999999993,107.93368367828876,0.96857834,1
2026-06-22 11:15:00,T02,transformer,63.0,11,1.0,0.9549,711.84,49.962,30.545,8.253,0.93,86.79,68.6,4.415,1,high_risk,overload,0,60,0.0451,0.0379999999999967,31.64030710976112,0.5022270969803353,0.2701915207071533,59.53794,0.0,6.790000000000006,0.0,0.0699999999999999,1.340999999999983,85.55129484901677,0.99349546,1
2026-06-22 12:00:00,T02,transformer,63.0,11,1.0,0.9358,790.88,49.847,40.576,10.551,0.9678,65.27,70.01,4.246,2,high_risk,voltage_instability,0,72,0.0642,0.1529999999999987,41.92535482258916,0.6654818225807804,0.2600305599369085,45.695527,0.0,0.0,0.0,0.0322,1.728999999999994,80.25361812903903,0.9219332,1
2026-06-22 17:45:00,T02,transformer,63.0,11,1.0,0.9184,586.99,49.879,30.116,9.571,0.953,61.65,51.96,4.774,1,high_risk,voltage_instability,0,69,0.0816,0.1210000000000022,31.60027685005307,0.5015916960325885,0.317804489308009,32.033339999999995,0.0,0.0,0.0,0.047,1.8910000000000116,58.744924801629416,0.9746961,1
2026-06-22 22:30:00,T03,transformer,40.0,17,0.85,1.0032,486.07,49.96,25.525,8.004,0.9326,104.61,69.36,2.601,0,high_risk,overheating,0,49,0.0032,0.0399999999999991,26.7505073036008,0.66876268259002,0.3135749265426052,72.557496,0.0,24.61,0.0,0.0674,0.9059999999999968,106.059630129501,0.86854446,1
2026-06-23 00:30:00,T01,transformer,40.0,6,0.9,0.9264,382.54,49.85,19.727,5.262,0.9662,59.93,53.61,4.5,2,high_risk,voltage_instability,0,71,0.0736,0.1499999999999985,20.41673756994491,0.5104184392486227,0.2667410148527399,32.128473,0.0,0.0,0.0,0.0338,1.8239999999999936,59.12139496243113,0.9262642,1
2026-06-23 01:45:00,T02,transformer,63.0,11,1.0,0.9375,731.71,49.852,37.953,11.843,0.9546,61.72,65.48,4.401,0,high_risk,voltage_instability,0,51,0.0625,0.1480000000000032,39.75785278407274,0.6310770283186149,0.3120438437014201,40.414256,0.0,0.0,0.0,0.0453999999999999,1.819000000000016,73.21810741593075,0.81763786,1
2026-06-23 02:30:00,T02,transformer,63.0,11,1.0,1.0068,735.92,49.99,38.45,14.643,0.8923,75.12,66.34,13.281,3,high_risk,harmonic_distortion,0,26,0.0067999999999999,0.009999999999998,41.14389321636931,0.6530776701011001,0.3808322496749025,49.83460800000001,0.0,0.0,8.281,0.1077,2.0230999999999897,90.905491505055,0.930171,1
2026-06-23 14:15:00,T01,transformer,40.0,6,0.9,0.9356,454.98,49.856,24.34,9.342,0.9336,65.1,66.14,5.127,0,high_risk,voltage_instability,0,51,0.0644,0.1439999999999983,26.07122099173723,0.6517805247934307,0.3838126540673788,43.05714,0.0,0.0,0.1269999999999997,0.0664,2.040699999999992,77.06116623967154,0.761639,1
2026-06-23 18:45:00,T03,transformer,40.0,17,0.85,0.9919,542.47,49.963,28.622,7.627,0.9439,110.27,77.78,2.504,0,high_risk,overheating,0,61,0.0080999999999999,0.036999999999999,29.620769959607735,0.7405192489901934,0.2664733421843337,85.768006,0.0,30.269999999999996,0.0,0.0561,0.8269999999999955,122.95596844950968,0.99621946,1
2026-06-23 19:00:00,T03,transformer,40.0,17,0.85,0.9969,332.92,49.983,17.289,6.213,0.9214,98.67,46.98,2.916,4,high_risk,overheating,0,50,0.0030999999999999,0.017000000000003,18.371469456741885,0.4592867364185471,0.3593614436925212,46.355166,0.0,18.67,0.0,0.0786,0.902000000000015,69.38150282092735,0.9175546,1
2026-06-24 09:15:00,T01,transformer,40.0,6,0.9,0.992,420.0,49.956,21.569,6.846,0.9307,101.59,58.61,2.858,1,high_risk,overheating,0,69,0.008,0.0439999999999969,22.629394092639775,0.5657348523159944,0.3173999721822987,59.541899,0.0,21.590000000000003,0.0,0.0693,0.992999999999985,87.98864161579972,0.962514,1
2026-06-24 18:30:00,T03,transformer,40.0,17,0.85,0.9404,425.2,49.892,22.674,6.279,0.9637,60.08,61.61,5.5,3,high_risk,voltage_instability,0,17,0.0595999999999999,0.1079999999999969,23.527348278120932,0.5881837069530234,0.2769251124636147,37.015288,0.0,0.0,0.5,0.0363,1.5489999999999848,68.11647334765117,0.7731364,1
2026-06-24 20:45:00,T02,transformer,63.0,11,1.0,0.9245,749.93,49.84,39.731,14.859,0.9366,67.84,68.55,5.69,5,high_risk,voltage_instability,0,15,0.0755,0.1599999999999966,42.41865441053028,0.6733119747703219,0.3739900833102615,46.50432,0.0,0.0,0.6900000000000004,0.0634,2.257999999999983,82.36991873851609,0.9952448,1
2026-06-25 02:00:00,T03,transformer,40.0,17,0.85,0.9339,438.45,49.874,22.415,8.643,0.933,68.82,60.91,4.354,3,high_risk,voltage_instability,0,40,0.0661,0.1259999999999976,24.02360659851056,0.600590164962764,0.3855900066919474,41.918262,0.0,0.0,0.0,0.0669999999999999,1.9609999999999883,73.2697702481382,0.7916811,1
2026-06-25 14:00:00,T02,transformer,63.0,11,1.0,0.9203,715.5,49.904,38.267,14.41,0.9358,61.54,66.02,5.598,6,high_risk,voltage_instability,0,33,0.0797,0.0959999999999965,40.89023586383429,0.6490513629180046,0.3765646640708704,40.628708,0.0,0.0,0.5979999999999999,0.0642,1.978799999999983,75.27327614590023,0.96548927,1
2026-06-25 20:00:00,T03,transformer,40.0,17,0.85,0.9672,576.93,49.97,25.485,6.931,0.9302,92.71,84.9,3.414,0,high_risk,overload,0,50,0.0328,0.0300000000000011,26.41067939300313,0.6602669848250782,0.2719639003335295,78.71079,0.0,12.709999999999994,0.0,0.0697999999999999,1.176000000000006,112.38013924125391,0.906018,1
2026-06-26 02:30:00,T03,transformer,40.0,17,0.85,0.9699,576.63,50.009,25.267,8.051,0.9202,89.96,83.35,4.527,3,high_risk,overload,0,35,0.0301,0.0090000000000003,26.518670592622097,0.6629667648155524,0.3186369572960779,74.98165999999999,0.0,9.959999999999994,0.0,0.0797999999999999,1.1440000000000017,108.7319982407776,0.787986,1
2026-06-26 12:00:00,T02,transformer,63.0,11,1.0,0.93,598.78,49.895,31.235,8.787,0.9626,63.82,53.89,5.468,3,high_risk,voltage_instability,0,68,0.0699999999999999,0.1049999999999968,32.447443566481475,0.5150387867695472,0.2813190331359053,34.392598,0.0,0.0,0.4679999999999999,0.0373999999999999,1.6457999999999835,62.012537338477365,0.85890245,1
2026-06-26 15:15:00,T03,transformer,40.0,17,0.85,0.9378,443.03,49.866,23.283,7.505,0.9518,60.86,63.27,4.992,1,high_risk,voltage_instability,0,16,0.0622,0.1340000000000003,24.46268820060461,0.6115672050151153,0.3223381866597947,38.506122,0.0,0.0,0.0,0.0482,1.7740000000000022,70.32848225075577,0.9049814,1
2026-06-26 16:30:00,T01,transformer,40.0,6,0.9,1.0059,477.08,49.989,25.429,7.414,0.9377,103.79,69.1,1.989,1,high_risk,overheating,0,35,0.0059,0.0110000000000027,26.4877601355796,0.6621940033894901,0.2915568838727437,71.71889,0.0,23.790000000000006,0.0,0.0623,0.7370000000000143,104.9465901694745,0.94908303,1
2026-06-27 00:45:00,T01,transformer,40.0,6,0.9,0.9233,421.57,49.872,22.649,7.337,0.9513,64.37,61.55,5.01,2,high_risk,voltage_instability,0,18,0.0766999999999999,0.1280000000000001,23.807746008389792,0.5951936502097448,0.3239436619718309,39.619735,0.0,0.0,0.0099999999999997,0.0486999999999999,1.895,70.92341751048724,0.9530744,1
